date,close,high,low,open,Volume,daily_return,ma_7,52w_high,52w_low
,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,,,,
2026-02-13,1369.0999755859375,1377.300048828125,1281.5,1293.9000244140625,45785709,0.0581188266117616,1464.1857038225446,,
2026-02-16,1365.5999755859375,1376.0,1338.300048828125,1373.699951171875,14621891,-0.005896466385565187,1442.0999930245537,,
2026-02-17,1391.199951171875,1431.0,1367.0,1370.0,25347684,0.015474416913777373,1425.5428466796875,,
2026-02-18,1373.699951171875,1401.0,1345.300048828125,1390.9000244140625,20241373,-0.012366146337105206,1407.8999895368304,,
2026-02-19,1370.5,1402.0,1363.199951171875,1385.0,14574228,-0.010469314079422382,1389.7142682756696,,
2026-02-20,1353.199951171875,1365.0,1338.199951171875,1359.199951171875,12633552,-0.004414361547634636,1372.757114955357,,
2026-02-23,1327.5,1352.0,1318.0,1352.0,12887826,-0.018121301775147928,1364.3999720982142,,
2026-02-24,1275.5,1303.5999755859375,1264.0999755859375,1301.0,27839061,-0.01960030745580323,1351.0285470145088,,
2026-02-25,1290.0999755859375,1323.5999755859375,1286.199951171875,1286.199951171875,16669618,0.0030322069368056907,1340.2428327287946,,
2026-02-26,1289.0999755859375,1314.0,1286.300048828125,1305.5,11493914,-0.012562255391851782,1325.6571219308037,,
2026-02-27,1300.0999755859375,1335.0,1294.199951171875,1326.300048828125,23141724,-0.019754257918739443,1315.1428397042412,,
2026-03-02,1288.9000244140625,1298.800048828125,1273.0,1291.0,9700361,-0.0016266270998741286,1303.4857003348213,,
2026-03-04,1307.4000244140625,1317.0,1292.0,1292.0,15154950,0.011919523540296052,1296.9428536551338,,
2026-03-05,1305.800048828125,1320.0,1290.0999755859375,1320.0,10362147,-0.01075753876657197,1293.8428606305804,,
2026-03-06,1308.4000244140625,1327.199951171875,1303.0,1303.0,8724291,0.004144301161981965,1298.5428641183037,,
2026-03-09,1315.0,1318.0,1282.5,1290.0,10068514,0.01937984496124031,1302.1000104631696,,
2026-03-10,1295.5999755859375,1321.0,1284.0999755859375,1320.0,9600171,-0.01848486698035038,1303.0285818917412,,
2026-03-11,1276.300048828125,1299.5,1271.300048828125,1288.0,7868891,-0.00908381302164208,1299.6285923549108,,
2026-03-12,1265.800048828125,1278.5999755859375,1258.0,1272.5,7599940,-0.005265187561394892,1296.3285958426338,,
2026-03-13,1248.300048828125,1269.5999755859375,1242.5999755859375,1251.0,7366098,-0.002158234350019984,1287.8857421875,,
2026-03-16,1249.800048828125,1254.300048828125,1224.199951171875,1240.199951171875,12314450,0.007740766033072965,1279.8857421875,,
2026-03-17,1232.9000244140625,1245.0,1215.0999755859375,1245.0,11223276,-0.009718855892319278,1269.1000279017858,,
2026-03-18,1267.0999755859375,1290.800048828125,1234.9000244140625,1238.0,12365381,0.023505634560531098,1262.2571672712054,,
2026-03-19,1220.800048828125,1255.0,1215.0999755859375,1244.199951171875,9156461,-0.018807187961798526,1251.5714634486608,,
2026-03-20,1255.9000244140625,1264.800048828125,1229.199951171875,1242.0,27299975,0.011191646066072867,1248.6571742466517,,
2026-03-23,1256.800048828125,1261.0999755859375,1227.4000244140625,1238.199951171875,12420293,0.015021885309110397,1247.3714599609375,,
2026-03-24,1278.300048828125,1297.0,1251.0,1269.0,13613495,0.0073286436785855,1251.6571742466517,,
2026-03-25,1279.0999755859375,1290.5999755859375,1257.0999755859375,1270.0,10824030,0.007165335107037402,1255.8428780691963,,
2026-03-27,1269.699951171875,1294.800048828125,1263.199951171875,1285.199951171875,13092541,-0.012060380165644063,1261.1000104631696,,
2026-03-30,1250.5999755859375,1265.5,1243.0,1250.0,14108486,0.00047998046875,1258.7428676060267,,
2026-04-01,1286.5,1303.0,1279.199951171875,1290.0,4926546,-0.0027131782945736434,1268.1285749162946,,
